MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR0722,Central,Commercial,4/19/2025,915.66,22.3,150,Active,9.07
MTR0723,South,Commercial,8/21/2025,4285.9,104.75,143,Active,4.71
MTR0724,East,Commercial,6/17/2025,1174.54,19.2,13,Active,9.77
MTR0725,North,Industrial,6/22/2025,4193.35,112,70,Faulty,9.71
MTR0726,North,Industrial,7/14/2025,1432.42,99.95,179,Faulty,4.73
MTR0727,East,Commercial,5/23/2025,3232.27,288.81,123,Faulty,5.44
MTR0728,South,Industrial,8/4/2025,3486.05,290.29,124,Active,9.27
MTR0729,Central,Residential,5/10/2025,2587.64,185.44,36,Faulty,9.77
MTR0730,North,Residential,2/11/2025,1561.29,31.13,28,Faulty,6.1
MTR0731,West,Residential,8/29/2025,1102.59,39.72,142,Faulty,5.25
MTR0732,West,Commercial,1/10/2025,214.29,8.12,174,Faulty,6.68
MTR0733,East,Residential,10/4/2025,1554.53,50.52,173,Faulty,7.81
MTR0734,South,Industrial,1/27/2025,3283.16,185.01,179,Active,4.91
MTR0735,North,Commercial,6/29/2025,4694.61,273.23,18,Active,8.16
MTR0736,South,Industrial,4/25/2025,4362.46,183.75,105,Active,3.36
MTR0737,North,Residential,11/29/2025,3842.02,160.75,20,Active,3.35
MTR0738,East,Residential,2/5/2025,3952.81,334.29,63,Faulty,5.7
MTR0739,East,Residential,11/30/2025,3341.68,270.8,164,Active,5.47
MTR0740,West,Commercial,1/21/2025,1338.42,50.46,26,Faulty,5.21
MTR0741,South,Industrial,1/16/2025,4540.62,418.83,54,Active,6.44
MTR0742,West,Commercial,5/7/2025,3370.12,322.7,28,Active,5.25
MTR0743,South,Commercial,4/13/2025,2824.18,111.29,147,Active,4.35
MTR0744,West,Residential,1/11/2025,599.4,25.11,24,Faulty,5.17
MTR0745,Central,Commercial,11/15/2025,2262.92,125.61,69,Faulty,9.82
MTR0746,Central,Commercial,3/20/2025,2328.77,220.54,62,Active,5.88
MTR0747,Central,Residential,5/3/2025,4329.59,384.77,163,Faulty,6.11
MTR0748,Central,Commercial,3/6/2025,2755.91,53,129,Active,7.04
MTR0749,North,Residential,8/31/2025,1932.98,87.65,149,Active,9.88
MTR0750,Central,Residential,12/9/2025,4885.16,292.15,15,Active,4.69
MTR0751,East,Residential,2/28/2025,598.07,33.06,145,Faulty,7.77
MTR0752,East,Residential,10/16/2025,2141.61,58.78,99,Active,8.01
MTR0753,North,Commercial,4/22/2025,258.02,22.52,29,Active,7.25
MTR0754,Central,Residential,8/27/2025,3712.53,263.31,44,Active,3.62
MTR0755,Central,Residential,12/25/2025,4594.48,392.42,18,Faulty,7.74
MTR0756,Central,Commercial,5/12/2025,1436.18,125.36,33,Active,3.45
MTR0757,West,Commercial,7/8/2025,4298.79,332.52,140,Faulty,7.17
MTR0758,South,Industrial,3/27/2025,1496.48,74.12,170,Active,8.18
MTR0759,West,Commercial,11/7/2025,4558.31,296.06,61,Faulty,4.48
MTR0760,South,Commercial,11/7/2025,3782.11,92.41,117,Active,8.89
MTR0761,Central,Industrial,2/28/2025,4034.29,284.93,99,Active,3.21
MTR0762,Central,Commercial,3/25/2025,139.13,3.64,21,Faulty,8.91
MTR0763,West,Commercial,6/9/2025,4815.91,348.94,179,Faulty,6.22
MTR0764,West,Commercial,2/25/2025,3647.02,111.83,179,Active,4.52
MTR0765,South,Commercial,10/24/2025,1558.52,32.07,110,Faulty,3.94
MTR0766,East,Industrial,1/14/2025,4155.5,103.37,163,Active,9.67
MTR0767,South,Commercial,6/9/2025,1443.53,14.69,72,Active,3.51
MTR0768,West,Commercial,10/22/2025,4370.13,326.39,146,Active,4.39
MTR0769,West,Industrial,12/13/2025,607.27,46.1,37,Faulty,5.43
MTR0770,North,Residential,7/12/2025,3533.25,199.08,69,Active,7.34
MTR0771,West,Industrial,7/23/2025,2726.46,66.86,115,Faulty,6.81
MTR0772,North,Residential,4/12/2025,527.85,9.25,78,Active,3.88
MTR0773,East,Industrial,2/8/2025,1247.37,14.62,147,Faulty,5.03
MTR0774,South,Industrial,10/31/2025,111.4,2.78,8,Faulty,4.67
MTR0775,South,Commercial,12/20/2025,2370.4,213.76,31,Active,4.49
MTR0776,North,Residential,11/18/2025,1541.26,48.92,131,Faulty,5.88
MTR0777,South,Commercial,5/5/2025,3011.87,126.15,49,Active,7.93
MTR0778,West,Residential,2/22/2025,1521.33,29.64,81,Active,4.52
MTR0779,Central,Industrial,12/23/2025,1534.6,46.06,4,Active,5.57
MTR0780,North,Industrial,6/4/2025,3728.81,211.54,147,Active,5.74
MTR0781,South,Residential,12/17/2025,288.31,18.65,86,Active,9.84
MTR0782,North,Commercial,11/4/2025,4519.33,144.99,125,Faulty,9.68
MTR0783,North,Commercial,3/3/2025,4268.71,64.87,74,Active,8.6
MTR0784,Central,Commercial,10/17/2025,3355.63,151.65,164,Faulty,4.69
MTR0785,West,Commercial,1/22/2025,2986.45,92.81,21,Faulty,3.48
MTR0786,North,Industrial,6/27/2025,4466.9,132.93,67,Active,5.22
MTR0787,South,Industrial,9/30/2025,967.38,93.24,43,Faulty,4.87
MTR0788,East,Industrial,8/8/2025,440.9,28.86,33,Active,6.54
MTR0789,North,Industrial,12/5/2025,1235.58,74.28,76,Faulty,8.44
MTR0790,North,Industrial,7/9/2025,3983.16,188.88,41,Faulty,9.01
MTR0791,Central,Commercial,2/5/2025,221.62,10.77,136,Faulty,8.91
MTR0792,West,Commercial,9/17/2025,2934.89,172.22,105,Active,5.52
MTR0793,East,Commercial,11/28/2025,4977.42,361.75,94,Faulty,7.81
MTR0794,South,Commercial,6/24/2025,4285.7,313.68,134,Active,5.19
MTR0795,East,Industrial,1/7/2025,2631.16,66.97,67,Faulty,3.43
MTR0796,South,Industrial,8/4/2025,365.02,20.08,146,Faulty,7.91
MTR0797,West,Industrial,9/8/2025,4165.3,196.09,158,Faulty,3.07
MTR0798,South,Residential,2/24/2025,3014.94,266.36,127,Faulty,5.86
MTR0799,Central,Commercial,8/10/2025,618.92,41.36,162,Active,5.31
MTR0800,Central,Commercial,7/5/2025,514.59,29.81,84,Active,7.85
MTR0801,Central,Industrial,11/22/2025,4552.65,92.81,158,Faulty,8.36
MTR0802,Central,Commercial,8/24/2025,3362.54,216.91,82,Faulty,5.13
MTR0803,East,Commercial,12/29/2025,4154.97,85.38,94,Active,8.68
MTR0804,West,Industrial,3/20/2025,4400.95,177.57,180,Active,5.06
MTR0805,South,Residential,8/11/2025,2880.27,65.83,31,Active,6.12
MTR0806,South,Residential,4/1/2025,2611.36,188.77,65,Active,8.09
MTR0807,Central,Residential,9/25/2025,2180.62,62.28,115,Faulty,7.85
MTR0808,Central,Industrial,11/30/2025,1618.89,73.28,137,Faulty,9.91
MTR0809,North,Commercial,5/19/2025,2201.25,199.46,129,Active,4.58
MTR0810,West,Industrial,11/12/2025,3880.7,110.17,59,Active,7.64
MTR0811,East,Industrial,10/3/2025,3029.52,168.75,16,Active,7.27
MTR0812,South,Commercial,9/5/2025,4467.99,213.28,95,Active,9.41
MTR0813,North,Residential,8/27/2025,2244.73,26.11,143,Active,4.09
MTR0814,North,Residential,8/12/2025,3055.09,248.53,15,Active,8.26
MTR0815,South,Industrial,10/31/2025,3174.97,51.48,45,Faulty,6.98
MTR0816,East,Residential,5/18/2025,2978.9,156.94,166,Faulty,4.92
MTR0817,North,Industrial,6/15/2025,3528.04,213.31,158,Faulty,6.32
MTR0818,North,Industrial,5/6/2025,1225.3,81.55,106,Active,5.34
MTR0819,West,Commercial,2/14/2025,2586.2,186.15,87,Active,7.06
MTR0820,East,Commercial,5/23/2025,565.91,18.56,128,Active,9.22
MTR0821,North,Commercial,8/19/2025,1953.33,21.29,138,Faulty,6.99
MTR0822,East,Industrial,5/5/2025,2463.95,185.07,118,Active,7.42
MTR0823,South,Commercial,8/26/2025,3278.51,190.84,84,Active,6.63
MTR0824,Central,Residential,10/19/2025,4755.13,405.38,3,Faulty,3.36
MTR0825,North,Residential,11/9/2025,3023.22,253.72,70,Active,4.63
MTR0826,West,Industrial,12/9/2025,3730.79,320.47,153,Faulty,6.44
MTR0827,South,Industrial,7/14/2025,2556.02,137.15,110,Faulty,5.17
MTR0828,East,Commercial,6/22/2025,3188.81,127.64,49,Active,4.27
MTR0829,South,Industrial,1/15/2025,401.11,32.59,139,Faulty,6.53
MTR0830,North,Industrial,9/11/2025,1309.24,66.27,94,Active,5.26
MTR0831,East,Residential,6/16/2025,1841.17,48.81,91,Faulty,4.81
MTR0832,Central,Residential,4/4/2025,2388.84,207.7,64,Active,6.25
MTR0833,South,Commercial,9/7/2025,275.96,24.68,46,Faulty,3.93
MTR0834,North,Industrial,4/19/2025,743.12,38.62,180,Active,9.49
MTR0835,West,Industrial,7/1/2025,1420.23,23.88,105,Faulty,9.07
MTR0836,East,Residential,5/13/2025,4859.09,218.19,129,Faulty,7.95
MTR0837,South,Industrial,6/24/2025,1690.17,139.13,105,Faulty,3.74
MTR0838,South,Residential,5/24/2025,2436.1,222.07,23,Active,8.43
MTR0839,Central,Commercial,11/2/2025,1020.68,28.9,3,Active,8.66
MTR0840,Central,Residential,12/26/2025,3073.36,49.26,107,Faulty,8.37
MTR0841,West,Industrial,5/22/2025,1439.38,128.05,18,Active,3.8
MTR0842,West,Commercial,10/12/2025,1074.61,48.41,153,Faulty,7.51
MTR0843,North,Residential,1/6/2025,2607.03,153.19,39,Active,8.84
MTR0844,North,Residential,9/22/2025,77.25,7.5,49,Faulty,7.04
MTR0845,West,Commercial,4/8/2025,87.94,1.41,170,Active,7.52
MTR0846,West,Commercial,2/13/2025,1134.39,77.53,74,Faulty,6.21
MTR0847,East,Residential,5/4/2025,231.77,3.86,11,Faulty,6.7
MTR0848,Central,Industrial,7/28/2025,584.73,25.61,26,Faulty,3.24
MTR0849,North,Residential,9/8/2025,1727.36,142.24,112,Faulty,7.47
MTR0850,Central,Commercial,10/12/2025,4022.8,197.17,48,Active,3.57
MTR0851,Central,Residential,5/4/2025,2881.64,287.43,143,Faulty,6.05
MTR0852,West,Commercial,12/20/2025,2587.71,156.08,129,Active,5.05
MTR0853,East,Commercial,9/1/2025,1502.77,58.46,59,Active,6.82
MTR0854,South,Industrial,11/27/2025,4662.18,138.98,29,Faulty,3.93
MTR0855,East,Commercial,12/31/2025,2015.22,83.73,83,Active,7.84
MTR0856,East,Commercial,9/9/2025,481.11,20.94,165,Active,8.57
MTR0857,Central,Industrial,8/18/2025,3104.48,50.24,27,Active,4.14
MTR0858,East,Commercial,1/9/2025,613.5,26.54,24,Faulty,3.73
MTR0859,North,Industrial,2/17/2025,1758.85,91.08,95,Active,4.02
MTR0860,Central,Industrial,5/31/2025,2561.69,192.25,124,Active,9.14
MTR0861,North,Commercial,4/24/2025,4377.4,302.5,9,Faulty,6.7
MTR0862,South,Commercial,7/27/2025,2493.06,183.96,41,Faulty,6.27
MTR0863,Central,Residential,12/21/2025,3526.18,37.92,39,Active,3.75
MTR0864,South,Industrial,5/5/2025,4964.44,146.9,76,Faulty,7.55
MTR0865,Central,Residential,6/6/2025,700.87,48.75,104,Active,9.08
MTR0866,West,Commercial,12/6/2025,1409.92,75.51,117,Active,8.8
MTR0867,East,Residential,10/25/2025,2003.15,20.99,41,Active,7.38
MTR0868,West,Industrial,7/8/2025,2138.05,176.18,46,Faulty,3.53
MTR0869,South,Residential,8/31/2025,2084.55,165.83,164,Active,3.79
MTR0870,East,Industrial,10/11/2025,4542.67,269.64,21,Faulty,3.35
MTR0871,Central,Commercial,9/29/2025,3584.46,57.29,106,Faulty,4.8
MTR0872,East,Commercial,6/26/2025,3059.13,241.63,26,Active,3.95
MTR0873,North,Industrial,8/6/2025,1581.39,98.89,40,Faulty,4.82
MTR0874,East,Commercial,10/9/2025,4127.76,331.77,79,Faulty,5.7
MTR0875,North,Commercial,6/19/2025,4777.55,371.01,161,Faulty,9.6
MTR0876,East,Commercial,6/30/2025,4114.93,338.54,159,Faulty,7.27
MTR0877,North,Commercial,12/26/2025,57.75,3.27,88,Faulty,8.84
MTR0878,South,Industrial,8/21/2025,3200.19,72.42,65,Active,7.97
MTR0879,West,Residential,5/19/2025,303.12,21.34,11,Faulty,3.79
MTR0880,Central,Residential,6/6/2025,1325.16,87.25,167,Active,8.15
MTR0881,East,Commercial,5/9/2025,344.65,26.47,72,Active,4.93
MTR0882,West,Residential,4/29/2025,3038.79,76.85,75,Active,7.47
MTR0883,Central,Residential,3/3/2025,3448.62,95,89,Active,5.39
MTR0884,Central,Commercial,4/9/2025,616.71,55.59,9,Active,9.98
MTR0885,North,Commercial,6/11/2025,1950,151.12,95,Active,4.84
MTR0886,South,Residential,3/3/2025,2308.37,211.77,175,Faulty,4.95
MTR0887,South,Industrial,10/2/2025,1876.81,146.92,19,Faulty,9.51
MTR0888,West,Commercial,12/20/2025,649.07,41.37,38,Faulty,3.17
MTR0889,South,Industrial,4/5/2025,2123.79,146.27,59,Active,7.88
MTR0890,East,Residential,4/9/2025,3768.33,339.23,65,Faulty,8.08
MTR0891,South,Commercial,4/21/2025,401.49,24.93,64,Faulty,8.85
MTR0892,West,Industrial,9/5/2025,446.89,29.9,178,Faulty,9.82
MTR0893,South,Commercial,5/22/2025,1806.12,43.5,123,Active,9.83
MTR0894,East,Residential,10/29/2025,4711.54,248.08,163,Faulty,3.46
MTR0895,North,Industrial,9/26/2025,3359.43,250.2,151,Active,8.75
MTR0896,West,Residential,11/2/2025,3409.42,117.23,154,Faulty,7.52
MTR0897,North,Residential,5/25/2025,1841.5,51.94,129,Active,7.53
MTR0898,North,Commercial,2/21/2025,2988.62,114.3,158,Active,3.9
MTR0899,North,Industrial,4/10/2025,100.15,3.18,56,Active,7.55
MTR0900,Central,Residential,6/1/2025,3198.68,93.86,77,Faulty,9.88
MTR0901,Central,Residential,4/27/2025,4570.77,220.48,28,Faulty,9.38
MTR0902,North,Industrial,7/4/2025,3082.24,282.66,14,Active,6.07
MTR0903,West,Residential,4/2/2025,4374.81,243.39,11,Faulty,3.28
MTR0904,East,Residential,6/4/2025,3633.67,97.79,100,Active,5.54
MTR0905,East,Industrial,1/8/2025,646.76,10.95,155,Active,8.78
MTR0906,South,Industrial,12/29/2025,4517.14,328.19,83,Faulty,7.91
MTR0907,West,Industrial,10/1/2025,378.9,16.84,124,Faulty,6.22
MTR0908,Central,Industrial,3/6/2025,2693.14,226.13,102,Faulty,3.39
MTR0909,North,Commercial,5/21/2025,753.58,52.27,23,Active,5.99
MTR0910,South,Industrial,1/24/2025,107.95,8.82,148,Active,6.28
MTR0911,East,Commercial,1/28/2025,2139.07,73.74,137,Faulty,9.5
MTR0912,Central,Commercial,10/11/2025,1510.45,109.22,109,Active,7.49
MTR0913,Central,Commercial,5/30/2025,2455.7,82.92,77,Faulty,5.18
MTR0914,North,Residential,12/24/2025,2907.14,274.77,100,Active,6.68
MTR0915,East,Commercial,3/6/2025,266.51,17.93,145,Faulty,3.46
MTR0916,West,Commercial,11/23/2025,658.87,25.83,141,Faulty,9.81
MTR0917,Central,Residential,9/9/2025,2815.28,96.44,161,Active,5.52
MTR0918,North,Residential,2/22/2025,1748.68,47.54,127,Faulty,6.35
MTR0919,West,Residential,1/7/2025,3659.41,265.37,57,Faulty,5.49
MTR0920,East,Industrial,10/21/2025,3278.84,97.33,75,Active,7.78
MTR0921,Central,Residential,5/26/2025,4235.74,269.3,149,Faulty,7.64
MTR0922,West,Residential,8/29/2025,3477.84,117.61,35,Active,8.01
MTR0923,West,Commercial,9/3/2025,2178.16,151.55,172,Faulty,4.88
MTR0924,West,Residential,8/14/2025,3381.18,281.8,163,Active,5.21
MTR0925,Central,Industrial,6/24/2025,1413.14,113.08,21,Faulty,3.88
MTR0926,Central,Residential,4/5/2025,1566.25,122.91,126,Faulty,7.59
MTR0927,South,Industrial,1/27/2025,3955.48,106.38,79,Faulty,3.28
MTR0928,East,Residential,5/10/2025,2259.78,40.57,99,Faulty,7.18
MTR0929,North,Residential,9/2/2025,4001.98,291.77,95,Active,9.09
MTR0930,West,Residential,2/28/2025,4120.99,177.83,160,Active,9.24
MTR0931,South,Residential,2/3/2025,4294.93,210.07,172,Active,6.14
MTR0932,North,Industrial,7/25/2025,4587.34,58.73,163,Active,6.22
MTR0933,South,Industrial,9/9/2025,2183.38,72.84,147,Active,3.54
MTR0934,Central,Commercial,2/7/2025,1628.39,21.22,17,Active,7.7
MTR0935,West,Industrial,10/23/2025,2931.88,261.31,37,Active,8.75
MTR0936,North,Residential,11/19/2025,1887.3,60.22,150,Faulty,4.71
MTR0937,North,Commercial,12/18/2025,3025.32,182,108,Faulty,5.95
MTR0938,North,Commercial,1/28/2025,3542.65,47.85,122,Faulty,8.87
MTR0939,North,Commercial,3/19/2025,3457.6,242.09,143,Faulty,9.14
MTR0940,North,Residential,3/18/2025,1904.04,74.4,148,Active,4.7
MTR0941,South,Industrial,10/16/2025,875.96,79.55,103,Active,6.85
MTR0942,West,Residential,6/5/2025,2181.12,196.15,139,Active,4.35
MTR0943,Central,Commercial,2/13/2025,755.84,29.69,143,Faulty,3.71
MTR0944,Central,Residential,5/8/2025,4455.98,405.88,80,Active,9.38
MTR0945,Central,Residential,3/2/2025,1762.09,175.6,86,Faulty,8.74
MTR0946,Central,Industrial,10/13/2025,814.58,68.66,141,Active,8.32
MTR0947,South,Industrial,8/2/2025,175.97,15.14,60,Active,3.34
MTR0948,East,Commercial,11/7/2025,3246.82,105.23,45,Active,8.91
MTR0949,West,Residential,11/2/2025,3202.67,198.26,31,Active,6.07
MTR0950,North,Residential,11/13/2025,1735.99,27.87,14,Faulty,5.4
MTR0951,East,Industrial,4/26/2025,404.97,7.51,43,Faulty,6.83
MTR0952,Central,Residential,9/25/2025,2077.66,207.56,144,Active,3.64
MTR0953,East,Residential,7/14/2025,1590.53,62.66,168,Faulty,8.3
MTR0954,West,Residential,8/19/2025,3401.75,263.08,53,Active,7.08
MTR0955,North,Industrial,8/15/2025,3048.61,251.81,43,Active,4.31
MTR0956,North,Commercial,6/2/2025,1854.74,161.77,97,Active,4.32
MTR0957,West,Commercial,10/29/2025,1128.57,112.62,4,Active,4.29
MTR0958,West,Residential,8/8/2025,4940.78,156.79,108,Faulty,3.4
MTR0959,Central,Commercial,6/6/2025,2297.31,31.32,26,Active,7.11
MTR0960,North,Industrial,10/19/2025,3456.96,162.5,115,Active,8.88
MTR0961,East,Industrial,11/14/2025,745.74,16.19,86,Faulty,3.12
MTR0962,South,Commercial,1/31/2025,2453.67,29.49,103,Active,3.34
MTR0963,South,Commercial,11/9/2025,186.31,7.91,122,Faulty,7.01
MTR0964,West,Residential,2/20/2025,2552,205.53,78,Active,8.74
MTR0965,Central,Commercial,4/17/2025,4821.89,293.92,42,Active,5.29
MTR0966,South,Residential,11/17/2025,1951.82,74.46,96,Active,5.45
MTR0967,North,Residential,4/19/2025,243.03,16.74,30,Active,7.17
MTR0968,West,Industrial,5/16/2025,203.23,6.28,98,Active,4.92
MTR0969,East,Industrial,12/5/2025,1970.53,22.26,16,Active,3.19
MTR0970,West,Industrial,2/11/2025,842.12,66.35,82,Faulty,8.15
MTR0971,East,Industrial,3/22/2025,165.59,10.95,109,Active,7.38
MTR0972,West,Commercial,5/3/2025,3793.26,298.18,31,Faulty,7.07
MTR0973,West,Industrial,3/30/2025,2319.69,31.33,167,Faulty,8.19
MTR0974,West,Commercial,10/10/2025,1481.76,126.45,140,Active,7.73
MTR0975,East,Industrial,2/8/2025,4505.41,296.26,34,Faulty,4.44
MTR0976,East,Commercial,3/22/2025,624.89,37.93,132,Active,5.47
MTR0977,West,Residential,1/2/2025,4781.8,316.63,28,Faulty,3.88
MTR0978,South,Commercial,7/29/2025,1604.14,140.84,69,Active,3.91
MTR0979,Central,Commercial,8/19/2025,4447.6,279.42,152,Faulty,7.73
MTR0980,Central,Industrial,12/19/2025,3034.57,189.01,94,Faulty,9.01
MTR0981,Central,Commercial,11/1/2025,4142.2,410.75,21,Active,9.74
MTR0982,East,Residential,8/29/2025,4920.87,384.35,172,Faulty,7.4
MTR0983,East,Residential,5/30/2025,1477.61,73.59,68,Active,4.29
MTR0984,South,Industrial,1/17/2025,4807.62,354.16,88,Active,3.74
MTR0985,Central,Residential,4/29/2025,1977.94,89.07,71,Active,8.69
MTR0986,Central,Commercial,5/28/2025,1958.28,59.92,128,Active,7.05
MTR0987,West,Residential,12/28/2025,1734.92,110.54,171,Active,7.33
MTR0988,East,Industrial,5/25/2025,2729.97,255.35,86,Faulty,8.47
MTR0989,Central,Commercial,12/26/2025,813.02,76.12,95,Faulty,7.92
MTR0990,South,Industrial,8/21/2025,2790.87,113.79,74,Faulty,8.84
MTR0991,South,Commercial,2/6/2025,2731.44,157.03,166,Active,3.39
MTR0992,Central,Residential,12/18/2025,3821.41,111,53,Faulty,8.23
MTR0993,East,Industrial,4/30/2025,4176.57,416.01,87,Faulty,8.96
MTR0994,South,Industrial,5/16/2025,2230.18,219.23,156,Faulty,5
MTR0995,West,Commercial,11/17/2025,1546.55,105.87,53,Faulty,7.48
MTR0996,South,Industrial,10/29/2025,1333.71,109.89,15,Faulty,5.2
MTR0997,North,Commercial,12/5/2025,1013.39,75.35,98,Active,9.71
MTR0998,North,Commercial,4/12/2025,335.36,21.26,19,Active,3.23
MTR0999,East,Commercial,8/6/2025,1745.12,25.83,45,Faulty,7.06
MTR1000,Central,Commercial,2/28/2025,1387.73,70.68,126,Active,4.17
